grade,gender,raceeth,preschool,expectBachelors,motherHS,motherBachelors,motherWork,fatherHS,fatherBachelors,fatherWork,selfBornUS,motherBornUS,fatherBornUS,englishAtHome,computerForSchoolwork,read30MinsADay,minutesPerWeekEnglish,studentsInEnglish,schoolHasLibrary,publicSchool,urban,schoolSize,readingScore
10,1,Hispanic,1,1,1,1,0,1,1,1,1,0,0,1,1,1,220,25,1,1,0,1064,High
10,1,White,1,1,1,0,0,1,0,1,1,1,1,1,1,0,250,20,1,1,0,1064,High
9,1,White,1,0,1,0,0,1,0,1,1,1,1,1,0,1,60,20,1,1,0,1064,Low
10,0,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,300,30,1,1,0,1064,Low
10,1,White,0,1,1,1,1,1,1,1,1,1,1,1,1,0,2025,30,1,0,0,331,High
10,1,White,1,1,1,0,0,1,0,1,1,1,1,1,1,0,675,16,1,0,0,331,Low
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,20,1,0,0,331,High
11,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,22,1,1,0,1680,High
10,0,White,1,1,1,1,0,1,1,1,1,1,1,1,1,0,225,25,1,1,0,1680,High
11,1,White,1,1,1,0,1,1,1,0,1,1,1,1,1,1,200,25,1,1,0,1680,High
11,1,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,200,20,1,1,0,1680,High
10,1,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,200,20,1,1,0,1680,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,25,1,1,0,1680,High
11,1,White,1,0,1,0,1,1,0,0,1,1,1,1,1,0,135,30,1,1,0,1680,Low
10,1,White,0,1,1,0,0,1,0,1,1,1,1,1,1,0,300,30,1,1,1,1046,High
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,285,28,1,1,1,1046,High
11,0,White,0,1,1,0,1,1,0,1,1,1,1,1,1,1,420,30,1,1,1,1046,High
10,0,Hispanic,0,1,1,0,1,1,1,1,1,1,1,1,1,0,285,20,1,1,1,1378,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,270,28,1,1,1,1378,High
10,0,White,1,0,1,1,1,0,0,1,1,1,1,1,1,0,50,25,1,1,1,1378,Low
10,0,White,1,0,1,0,1,1,0,1,1,1,1,1,1,0,180,30,1,1,1,1378,High
10,1,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,270,23,1,1,1,1378,Low
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,285,30,1,1,1,1378,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,25,1,1,1,1378,High
10,1,Hispanic,1,1,1,0,1,1,1,1,1,1,1,1,1,0,450,54,1,1,1,1378,Low
10,0,White,1,1,1,1,1,1,0,1,1,1,1,1,1,1,270,30,1,1,1,1378,High
10,1,White,0,1,1,0,1,1,0,0,1,1,1,1,1,1,270,23,1,1,1,1378,High
12,1,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,300,5,0,1,1,1378,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,30,1,1,0,898,Low
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,45,25,1,1,0,898,High
10,1,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,60,30,1,1,0,898,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,25,1,1,0,898,High
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,22,1,1,0,898,High
10,0,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,300,25,1,1,0,898,High
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,30,1,1,0,898,Low
10,1,White,1,1,1,1,0,1,1,1,1,1,1,1,1,0,300,20,1,1,0,898,High
10,0,White,1,1,1,0,0,1,0,1,1,1,1,1,1,0,300,20,1,1,0,898,Low
10,1,Black,1,0,0,0,1,1,0,1,1,1,1,1,1,0,300,25,1,1,0,898,Low
10,1,Hispanic,1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,30,1,1,0,898,High
10,1,Asian,1,1,1,1,1,1,0,1,1,1,1,1,1,0,275,40,1,1,1,2085,High
10,1,Hispanic,1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,25,1,1,1,2085,Low
10,1,Asian,1,0,1,0,0,1,0,1,1,0,0,0,1,0,270,24,1,1,1,2085,High
10,0,More than one race,1,1,1,1,1,1,1,1,1,1,0,1,1,1,300,40,1,1,1,2085,High
11,0,Asian,1,1,1,0,0,1,0,1,1,0,0,0,1,0,290,40,1,1,1,2085,Low
11,1,Asian,1,1,1,0,1,1,1,1,1,0,0,0,1,0,500,35,1,1,1,2085,High
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,280,30,1,1,1,2085,High
10,0,Hispanic,1,1,1,1,1,1,0,1,1,1,1,1,1,0,270,30,1,1,1,2085,High
10,1,Asian,1,1,1,1,0,1,1,1,0,0,0,1,1,1,270,22,1,1,1,2085,High
10,1,Hispanic,1,1,1,1,1,1,1,1,1,0,0,0,1,0,54,40,1,1,1,2085,Low
10,0,Asian,1,1,1,0,1,1,1,1,0,0,0,0,1,1,250,30,1,1,1,2085,High
10,0,White,0,1,1,0,1,1,0,0,1,1,1,1,1,1,315,20,1,1,0,1380,High
10,1,White,0,0,1,0,0,1,0,1,1,1,1,1,1,1,200,12,1,1,0,1380,Low
10,1,More than one race,1,1,1,0,0,1,0,1,1,1,1,1,1,0,230,25,1,1,0,1380,High
11,0,Black,1,1,1,1,1,1,0,1,1,1,1,1,1,0,230,25,1,1,0,1380,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,240,25,1,1,0,1380,High
10,1,More than one race,1,1,1,0,0,1,0,1,1,1,1,1,1,0,225,15,1,1,0,1380,Low
10,0,Hispanic,0,1,1,0,0,1,0,0,1,1,1,1,0,1,90,3,0,1,1,6694,High
11,0,White,1,1,0,0,1,1,0,0,1,1,1,1,1,1,225,30,0,1,1,6694,High
9,1,Hispanic,1,0,0,0,1,0,0,1,1,0,0,0,1,0,300,18,0,1,1,6694,Low
11,0,White,1,1,1,1,0,1,1,1,1,0,0,1,1,0,240,30,1,1,1,2203,High
10,1,White,1,1,1,0,1,1,0,1,1,0,0,1,1,0,240,25,1,1,1,2203,High
11,0,Asian,1,1,1,1,1,1,1,1,1,0,0,1,1,0,800,20,0,1,1,2203,High
10,1,Asian,1,1,1,0,1,1,1,1,1,0,0,0,1,0,220,18,1,1,1,2203,High
10,1,White,1,1,1,0,1,1,0,0,0,0,1,1,1,0,240,20,1,1,1,2203,High
10,0,White,0,1,1,0,0,1,0,1,1,1,1,1,1,0,200,13,1,1,1,2203,High
10,1,White,0,0,1,0,0,1,0,1,1,1,1,1,1,0,225,35,1,1,1,1095,Low
11,0,Asian,1,1,0,0,1,1,0,1,0,0,0,0,1,1,250,26,1,1,1,1095,High
10,0,Black,1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,40,1,1,1,1095,Low
10,0,Hispanic,1,0,0,0,1,0,0,1,0,0,0,0,1,0,250,30,1,1,1,1095,Low
10,1,Hispanic,0,1,0,0,1,0,0,1,1,0,0,0,1,0,75,25,1,1,1,1095,Low
10,1,White,0,0,1,0,1,1,0,1,1,1,1,1,1,0,245,40,1,1,1,1095,High
11,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,90,35,1,1,0,1812,High
11,1,White,0,1,1,0,1,1,0,1,1,1,1,1,1,1,240,24,1,1,0,1812,High
11,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,258,20,1,1,0,1812,Low
11,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,20,1,1,0,1812,High
10,1,Hispanic,1,1,0,0,1,0,0,1,1,0,0,0,1,0,261,30,1,1,0,1812,Low
11,1,White,0,0,1,0,1,1,0,1,1,1,1,1,1,0,240,28,1,1,0,1812,High
11,1,White,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,30,1,1,0,1750,High
10,0,White,1,1,1,1,0,1,1,1,1,1,1,1,1,0,450,25,1,1,0,1750,High
10,0,Black,1,1,1,1,1,1,0,1,1,1,1,1,1,1,450,30,1,1,0,1750,High
10,1,Black,1,1,1,1,0,1,1,1,1,1,1,1,1,0,90,25,1,1,0,1750,Low
11,0,Black,1,1,1,0,0,1,0,0,1,1,1,1,1,1,450,22,1,1,0,1750,High
10,0,White,1,1,1,1,1,1,1,0,1,1,1,1,1,1,450,22,1,1,0,1750,High
11,0,Black,0,1,1,1,1,1,1,1,0,1,1,1,1,1,450,20,1,1,0,1750,Low
11,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,450,28,1,1,0,1750,High
10,1,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,450,21,1,1,0,1750,High
10,0,Black,0,0,1,0,1,1,0,1,1,1,1,1,1,1,650,30,1,1,0,1750,Low
10,0,Hispanic,0,0,1,0,1,1,0,1,1,1,1,1,1,0,600,42,0,1,1,626,Low
10,1,White,0,0,0,0,0,1,0,1,1,1,1,1,1,1,300,25,0,1,1,626,High
11,0,Hispanic,0,0,1,0,1,1,0,1,1,1,1,1,1,0,360,40,0,1,1,626,Low
11,1,White,0,1,1,0,0,1,1,0,1,1,1,1,1,0,400,30,0,1,1,626,High
10,1,Hispanic,1,0,0,0,0,0,0,0,1,1,1,1,0,0,120,24,0,1,1,626,Low
10,0,White,0,0,1,0,0,0,0,1,1,1,1,1,0,1,480,20,0,1,1,626,Low
9,1,Hispanic,0,1,0,0,1,0,0,1,0,0,0,0,1,0,225,24,1,1,1,1408,High
10,0,Hispanic,0,0,0,0,1,1,0,1,1,0,0,0,1,1,45,25,1,1,1,1408,Low
11,1,Hispanic,1,1,0,0,0,0,0,1,1,0,0,1,0,0,225,20,1,1,1,1408,Low
11,0,Hispanic,0,1,0,0,0,0,0,1,1,0,0,0,1,0,96,25,1,1,1,1408,Low
11,0,Hispanic,1,1,0,0,1,1,0,1,1,0,0,1,1,0,45,20,1,1,1,1408,Low
10,1,White,1,1,1,1,0,1,1,1,1,1,1,1,1,1,275,26,1,1,0,1375,High
10,0,White,0,1,1,0,1,1,0,1,1,1,1,1,1,0,275,27,1,1,0,1375,High
10,0,White,1,1,1,0,1,1,1,1,1,1,1,1,1,1,275,20,1,1,0,1375,High
10,1,American Indian/Alaska Native,0,1,1,0,1,1,0,1,1,1,1,1,0,0,275,25,1,1,0,1375,Low
10,0,White,0,1,1,0,1,1,1,1,1,1,1,1,0,0,250,26,1,1,0,1375,Low
10,1,White,1,0,1,0,0,1,0,1,1,1,1,1,1,1,250,25,1,1,0,1375,Low
10,0,Hispanic,0,1,1,0,1,1,0,1,1,1,1,1,1,0,400,20,1,1,0,2361,Low
10,0,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,285,14,0,1,0,2361,High
10,1,White,1,1,1,0,0,1,0,1,0,1,0,1,1,0,360,20,1,1,0,2361,High
10,0,White,1,1,1,1,1,1,0,1,1,1,1,1,1,1,240,22,1,1,0,2361,High
11,0,White,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1200,20,1,1,0,2361,Low
10,1,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,210,20,1,1,0,2361,High
10,0,White,1,1,1,0,1,1,0,0,1,1,1,1,1,0,420,20,1,1,0,2361,High
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,315,20,1,1,0,2361,Low
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,330,26,1,1,0,2361,Low
10,0,White,1,1,1,0,1,1,0,0,1,1,1,1,1,0,315,25,1,1,0,2361,High
9,1,White,1,1,1,1,0,1,1,1,1,1,1,1,1,0,360,22,1,1,0,2361,High
10,1,White,1,1,1,0,1,1,0,0,1,1,1,1,1,1,285,25,1,1,0,2361,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,315,20,1,1,0,2361,Low
10,0,Native Hawaiian/Other Pacific Islander,1,1,1,0,1,1,0,1,1,0,0,1,1,0,261,27,1,1,1,1734,Low
10,1,White,1,1,1,0,0,1,1,1,1,1,1,1,1,1,270,25,1,1,1,1734,Low
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,255,36,1,1,1,1734,Low
10,1,White,1,1,1,1,1,1,0,1,1,1,1,1,1,1,270,38,1,1,1,1734,High
11,1,White,0,0,1,0,0,1,0,0,1,1,1,1,1,0,450,30,1,1,0,1317,Low
10,1,White,1,1,1,0,0,1,0,1,1,1,1,1,1,0,90,30,1,1,0,1317,High
11,1,White,0,1,1,0,1,1,0,1,1,1,1,1,1,1,450,20,1,1,0,1317,Low
9,1,White,1,0,1,0,1,0,0,1,1,1,1,1,1,0,375,28,1,1,0,1317,Low
10,0,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,264,30,1,1,0,2402,Low
10,0,White,0,0,1,0,0,1,0,0,1,1,1,1,0,0,300,25,1,1,0,2402,Low
10,0,Hispanic,1,1,0,0,1,0,0,1,1,0,0,0,0,0,315,25,1,1,0,2402,High
11,0,Hispanic,0,1,0,0,0,0,0,1,0,0,0,0,1,0,180,25,1,1,0,2402,Low
10,1,White,0,0,1,0,1,1,0,1,1,1,1,1,0,0,264,30,1,1,0,2402,Low
11,0,Asian,1,1,1,0,0,1,1,1,0,0,0,1,1,0,264,30,1,1,0,2402,Low
9,1,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,270,20,1,1,0,1471,High
10,1,White,1,1,1,0,1,1,0,0,1,1,1,1,1,0,270,27,1,1,0,1471,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,27,1,1,0,1471,High
10,1,White,1,0,1,0,1,1,0,1,1,1,1,1,1,0,270,22,1,1,0,1471,Low
11,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,270,28,1,1,0,1471,High
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,27,1,1,0,1471,High
11,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,270,20,1,1,0,1471,High
9,0,White,1,0,1,0,0,1,0,1,1,1,1,1,0,0,225,20,1,1,0,1471,Low
10,1,White,1,1,1,1,0,1,1,1,1,1,1,1,1,0,270,25,1,1,0,1471,High
9,1,White,0,0,0,0,1,0,0,1,1,1,1,1,1,0,135,22,1,1,0,1471,Low
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,20,1,1,0,1471,Low
10,0,White,0,1,1,0,1,1,1,1,1,1,1,1,1,0,270,27,1,1,0,1471,High
10,0,White,0,1,1,0,1,0,0,1,1,1,1,1,0,0,450,25,1,1,0,1471,Low
11,1,Black,1,1,1,1,1,1,0,0,1,1,1,1,0,1,160,20,1,0,1,1212,High
11,1,White,1,1,1,0,1,1,0,0,1,1,1,1,1,0,180,23,1,0,1,1212,High
11,1,White,0,1,1,1,1,1,0,1,1,1,1,1,1,0,200,20,1,0,1,1212,High
11,1,White,0,1,1,0,1,1,1,1,1,1,1,1,1,1,160,20,1,0,1,1212,High
11,1,More than one race,0,1,1,1,1,1,1,1,1,1,1,1,1,0,200,30,1,0,1,1212,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,20,1,0,1,1212,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,20,1,0,1,1212,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,160,20,1,0,1,1212,High
11,1,White,1,1,1,0,0,1,1,1,1,1,1,1,1,1,450,25,1,1,0,1387,Low
11,1,More than one race,1,0,1,1,1,1,0,0,1,1,1,1,1,0,90,20,1,1,0,1387,High
9,0,White,0,1,0,1,0,1,0,1,1,1,1,1,1,0,400,26,1,1,0,1387,Low
10,0,White,1,1,1,0,0,1,0,1,1,1,1,1,1,1,450,27,1,1,0,1387,High
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,30,1,1,0,1387,High
10,0,More than one race,1,1,1,0,1,1,0,1,1,1,1,1,1,0,175,18,1,1,0,1387,High
10,0,Black,1,1,1,0,1,1,0,0,1,1,1,1,1,0,90,28,1,1,0,1387,Low
10,1,White,1,1,1,0,0,1,1,0,1,1,1,1,1,1,450,30,1,1,0,1387,High
9,1,Hispanic,0,0,0,0,0,0,0,1,1,1,1,0,0,0,215,20,1,1,1,1110,Low
10,0,More than one race,1,0,1,0,0,1,0,1,1,1,1,1,1,1,225,23,1,1,1,1110,Low
10,0,Asian,0,1,0,0,1,1,0,1,1,0,0,0,1,1,45,30,1,1,1,1110,High
10,1,Asian,1,1,1,0,1,0,0,1,1,0,0,1,1,0,40,25,1,1,1,1110,Low
10,0,Hispanic,0,1,0,0,0,0,0,1,0,1,0,0,1,0,225,24,1,1,1,1110,Low
10,1,White,0,1,1,0,0,1,0,0,1,1,1,1,1,1,225,13,1,1,1,1062,High
9,0,More than one race,0,0,1,0,0,1,0,1,1,1,1,1,0,0,225,20,1,1,1,1062,Low
10,0,Hispanic,1,1,0,0,1,0,0,1,1,0,0,1,1,0,240,20,1,1,1,1062,High
10,0,Black,1,1,0,0,1,0,0,0,1,1,1,1,1,1,90,20,1,1,1,1062,Low
10,1,American Indian/Alaska Native,1,0,1,0,0,1,0,1,1,1,1,1,1,0,450,20,1,1,1,1062,High
10,1,White,0,1,0,0,1,1,0,1,1,1,1,1,1,0,450,20,1,1,1,1062,Low
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,30,1,1,0,1692,High
11,1,White,0,1,1,0,1,1,0,1,1,1,1,1,1,1,275,24,1,1,0,1692,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,30,1,1,0,1692,Low
10,0,More than one race,1,0,1,0,1,1,0,0,1,1,1,1,1,0,275,24,1,1,0,1692,High
11,0,Asian,1,1,1,0,1,1,1,1,1,0,0,1,1,0,275,40,1,1,0,1692,High
10,1,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,38,1,1,0,1692,High
10,1,White,1,0,1,0,1,1,0,1,1,1,1,1,1,1,250,30,1,1,0,1692,High
10,0,White,1,1,1,1,1,1,1,0,1,1,1,1,1,1,275,28,0,1,0,1692,High
9,1,Hispanic,1,1,1,0,1,1,0,1,1,0,0,1,1,1,180,35,1,0,1,570,Low
10,1,Hispanic,1,1,1,1,0,1,1,0,1,1,1,1,1,0,270,24,1,0,1,570,Low
10,0,Hispanic,1,1,1,0,1,0,0,1,1,0,0,0,1,1,180,25,1,0,1,570,High
10,0,Hispanic,1,1,1,0,1,1,0,1,1,0,0,0,1,0,180,20,1,0,1,570,Low
10,0,Hispanic,1,1,1,0,0,1,0,1,1,0,0,0,1,0,360,16,1,0,1,570,Low
11,0,Hispanic,1,1,1,0,1,1,0,1,1,0,0,0,1,0,270,15,1,0,1,570,Low
11,1,Asian,1,1,1,1,0,1,1,0,0,0,0,0,1,0,260,25,1,0,1,570,Low
9,0,Black,1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,19,1,1,1,539,Low
10,0,Black,0,1,1,0,1,0,0,1,1,1,1,1,1,1,275,20,1,1,1,539,Low
10,0,Black,1,1,1,1,1,1,1,1,1,1,1,1,1,0,100,20,1,1,1,539,Low
10,0,Hispanic,1,1,1,0,1,1,0,1,1,1,1,1,0,1,50,18,1,1,1,539,High
11,1,Hispanic,0,1,0,0,1,0,0,1,0,0,0,0,0,0,275,15,1,1,1,539,Low
10,1,Hispanic,1,1,1,0,1,0,0,1,1,1,1,1,1,0,250,20,1,1,1,539,Low
9,0,Hispanic,0,0,1,0,0,0,0,1,1,1,1,1,0,0,45,15,1,1,1,539,Low
10,1,Hispanic,1,1,1,0,1,0,0,1,1,0,0,0,1,0,180,15,1,1,0,389,Low
10,0,White,1,1,1,1,1,1,1,0,1,1,1,1,1,0,270,20,1,1,0,389,High
10,0,White,0,0,1,0,1,1,0,1,1,1,0,1,1,0,270,9,1,1,0,389,High
10,1,White,0,1,1,0,1,1,0,1,1,1,1,1,0,0,450,20,1,1,0,389,High
10,1,White,0,1,1,0,1,1,0,1,1,1,1,1,1,0,270,20,1,1,0,389,High
10,0,White,1,0,1,1,1,1,1,1,1,1,1,1,1,0,180,14,1,1,0,389,Low
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,0,0,270,20,1,1,0,389,High
10,1,White,1,1,1,1,0,1,0,1,1,1,1,1,1,0,540,20,1,1,0,389,High
10,0,White,0,1,1,0,1,0,0,0,1,1,1,1,1,0,200,20,1,1,0,846,High
11,0,White,0,0,1,0,1,1,0,1,0,0,0,0,1,1,200,23,1,1,0,846,Low
10,0,White,1,1,1,0,0,1,1,1,1,1,1,1,1,0,200,22,1,1,0,846,High
10,1,White,1,0,1,0,1,1,0,1,1,1,1,1,1,0,240,13,0,1,0,846,Low
9,1,White,0,1,0,0,0,0,0,1,0,0,0,0,1,0,180,18,1,1,0,846,Low
10,0,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,200,20,1,1,0,846,High
10,1,White,0,1,1,0,1,1,0,1,1,1,1,1,1,0,240,25,1,1,0,1411,Low
11,0,Black,1,1,1,0,1,1,0,1,1,0,0,1,1,1,55,30,1,1,0,1411,Low
9,0,More than one race,1,1,1,0,1,0,0,1,1,1,1,1,1,0,300,25,1,1,0,1411,Low
11,1,More than one race,1,1,1,1,1,1,1,1,1,0,0,1,1,0,550,21,1,1,0,1411,Low
10,0,White,0,1,1,0,1,1,1,1,1,1,1,1,0,1,90,30,1,1,0,1411,High
10,0,More than one race,1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,20,1,1,0,1411,Low
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,30,1,1,0,1411,Low
10,1,White,1,1,1,0,1,0,0,1,1,1,1,1,1,0,600,30,1,1,0,1411,High
10,0,Hispanic,0,1,1,1,0,1,1,1,1,0,0,0,1,1,250,30,1,1,1,1763,High
10,1,Hispanic,0,0,0,0,0,1,0,1,1,1,0,1,1,0,255,30,1,1,1,1763,High
10,1,Hispanic,1,1,1,0,0,1,1,1,0,0,0,0,1,0,300,20,1,1,1,1763,High
10,0,Hispanic,1,1,0,0,1,1,0,1,1,0,0,0,1,0,275,35,1,1,1,1763,Low
10,1,Hispanic,0,1,0,0,0,0,0,1,1,0,1,0,1,0,250,40,1,1,1,1763,Low
10,1,Asian,1,1,1,1,1,1,1,1,0,0,0,0,1,0,275,35,1,1,1,1763,High
10,0,Hispanic,0,1,1,0,1,1,0,0,1,0,0,0,1,1,275,40,1,1,1,1763,Low
11,1,Hispanic,0,0,0,0,1,0,0,1,1,0,0,0,1,0,275,30,1,1,1,1763,High
10,1,Hispanic,1,1,0,0,1,0,0,1,1,0,0,0,1,1,120,20,1,1,1,1763,Low
10,1,Asian,1,1,1,1,1,1,0,1,1,0,0,1,1,1,200,20,1,0,1,398,High
11,0,White,1,1,1,1,1,1,0,1,1,1,1,1,1,1,200,27,1,0,1,398,Low
11,1,Hispanic,1,1,1,0,1,1,1,1,1,0,0,0,0,0,200,25,1,0,1,398,Low
11,1,Asian,0,1,1,0,0,0,0,1,1,0,0,1,1,0,200,25,1,0,1,398,High
10,1,Hispanic,1,1,1,1,1,1,0,0,1,0,0,0,1,0,280,36,1,0,1,398,Low
11,1,Hispanic,1,1,1,0,1,1,0,1,0,0,0,0,1,0,200,30,1,0,1,398,Low
11,0,Hispanic,1,1,1,0,0,1,0,0,0,0,1,1,1,1,200,30,1,0,1,398,High
11,1,Native Hawaiian/Other Pacific Islander,0,1,1,1,1,1,1,1,1,0,0,1,1,0,200,25,1,0,1,398,High
10,0,White,0,1,1,0,0,1,0,1,1,1,1,1,1,0,200,25,1,0,1,398,Low
10,1,More than one race,1,1,1,1,1,1,1,1,1,0,1,1,1,0,200,30,1,0,1,398,Low
10,1,Black,1,1,1,1,1,1,1,1,1,0,0,1,1,0,200,21,1,0,1,398,Low
10,0,White,0,1,1,0,0,1,0,1,1,1,1,1,1,1,225,23,1,1,0,366,High
10,0,White,1,1,1,0,0,1,0,1,1,1,1,1,1,0,225,19,1,1,0,366,Low
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,24,1,1,0,366,High
10,1,White,1,1,1,0,0,0,0,1,1,1,1,1,1,0,225,30,1,1,0,366,High
10,1,White,1,1,0,0,0,1,0,1,1,1,1,1,1,1,45,18,1,1,0,366,High
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,15,1,1,0,366,Low
10,1,White,1,1,1,1,0,1,1,1,1,1,1,1,1,0,250,20,1,1,0,366,High
10,0,White,1,0,0,0,0,1,0,1,1,1,1,1,0,1,225,25,1,1,0,366,High
11,0,White,0,1,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,366,High
10,1,White,0,1,1,0,0,1,0,1,1,1,1,1,1,0,225,20,1,1,0,366,Low
10,1,Hispanic,0,1,0,0,1,1,0,0,1,0,1,1,1,1,261,40,1,1,1,2966,High
10,1,White,1,0,1,0,1,1,0,1,1,1,1,1,1,1,270,30,1,1,1,2966,High
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,285,30,1,1,1,2966,High
10,0,White,0,1,1,0,0,1,0,1,1,1,1,1,1,0,270,35,1,1,1,2966,High
11,0,White,0,0,1,0,1,1,0,1,1,1,1,1,1,1,720,30,1,1,1,2966,High
10,0,White,1,1,1,0,1,1,1,1,1,1,1,1,1,1,360,30,1,1,1,2966,High
10,0,White,1,1,1,1,1,1,0,0,1,1,1,1,1,1,180,25,1,1,1,2966,High
10,0,White,0,1,1,1,1,1,1,0,1,1,1,1,1,1,270,32,1,1,1,2966,High
11,1,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,270,30,1,1,1,2966,High
10,1,Hispanic,1,1,1,0,1,1,0,1,1,1,1,1,1,1,360,30,1,1,1,2966,High
10,1,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,270,35,1,1,1,2966,High
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,240,30,1,1,1,2966,High
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,30,1,1,1,2966,Low
10,0,Hispanic,0,1,1,0,1,1,0,1,1,1,1,1,1,0,240,36,1,1,0,1900,Low
10,1,Hispanic,1,1,0,0,0,0,0,1,1,0,1,0,1,0,300,30,1,1,0,1900,Low
10,1,Hispanic,1,0,0,0,1,0,0,1,1,0,0,0,0,1,270,20,1,1,0,1900,Low
9,0,Hispanic,0,1,0,0,1,0,0,0,1,0,0,0,0,0,60,20,1,1,0,1900,Low
10,0,Hispanic,0,1,1,0,1,1,0,1,1,1,0,1,1,1,245,22,1,1,0,1828,High
10,0,White,1,1,1,0,0,1,0,1,1,1,1,1,1,1,225,35,1,1,0,1828,High
10,1,White,1,1,1,1,1,1,0,0,1,1,1,1,1,0,235,25,1,1,0,1828,High
10,1,White,0,1,1,0,1,1,0,0,1,1,1,1,1,0,235,25,1,1,0,1828,High
10,0,White,1,1,1,0,0,1,1,0,1,1,1,1,1,0,235,25,1,1,0,1828,High
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,30,1,1,0,1828,High
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,250,20,1,1,0,754,Low
10,1,Hispanic,0,0,0,0,0,0,0,1,1,0,0,0,1,0,280,17,1,1,0,754,Low
11,0,White,0,1,1,0,1,1,0,1,1,1,1,1,0,1,250,30,1,1,0,754,High
10,0,Black,1,1,1,1,1,1,0,1,1,1,1,1,1,0,250,30,1,1,1,1392,High
10,1,Black,0,1,1,0,1,1,0,1,1,1,1,1,1,0,275,25,1,1,1,1392,Low
